21.2万,353,美国与墨西哥达成协议 加征关税计划被无限期暂停,财经评论,06-08 08:30
71.9万,299,大幅不及预期！美国5月非农就业人口仅增7.5万人 创三,财经评论,06-07 20:29
76.7万,196,易纲：货币政策在利率、存款准备金率上有充足的空间,财经评论,06-07 19:01
66.9万,264,离岸人民币兑美元一度跌破6.96关口,财经评论,06-07 16:02
99.2万,906,华为或于8月或9月推出新款操作系统,财经评论,06-07 16:23
2004万,220,炒股理财选东方财富证券！7×24小时股票快捷开户，把握,东方财富网,05-06 10:41
76528,152, 【¥888.00】学生忙高考，股民又该如何得“高分”,东方财富网,06-07 00:00
605,1,中国人寿三高管变动  “重振国寿”战略临考,中国人寿资讯,06-08 08:48
69,0,银座股份社保16年控盘破净资6块，今股价4块要妖？,捂3年过百万,06-08 12:05
818,2,当今社会最傻的人群，是炒股票的败家子。,股友UVSd9r,06-07 13:36
922,0,中国人寿06月06日获沪股通加仓8.11万股,聚焦沪深港,06-07 08:03
757,0,中国人寿：融资净买入440.75万元，融资余额9.15亿元（,财经评论,06-07 07:48
1118,0,中国人寿(601628)融资融券信息(06-06),中国人寿资讯,06-07 07:43
1488,1,中国人寿财险福建分公司助力寿宁县茶农对抗低温灾害,中国人寿资讯,06-06 17:24
11015,13,从国外成熟寿险市场看我国寿险业发展,财经评论,06-06 14:26
1115,1,今天要不是因为你 大盘至少100点下去,股市老水牛,06-06 14:17
932,0,今天关注此股的不足500人，我的评论只被200个人看到阅,方小升,06-06 13:30
993,0,这股只能机构玩，小㪚玩涨不动,方小升,06-06 10:57
1000,0,天时地利皆有，为何股价就是涨不起来了呢？,方小升,06-06 10:16
1402,0,出来的投资者看过来，OOO676智度股份。 A1，入选富时,发财立品积德行善,06-06 09:57
912,1,不倒翁是倒不了的。你在怎么卖我依然挺立在在那。咬定,方小升,06-06 09:42
1318,0,中国人寿：融资净买入51.53万元，融资余额9.11亿元（0,财经评论,06-06 07:48
1898,1,中国人寿(601628)融资融券信息(06-05),中国人寿资讯,06-06 07:40
12.0万,4,多方在增强，谨慎看多，但是黑周四能否再现也是注意的,资金为上趋势为主,06-05 20:28
1379,1,这股投资了期货，后市有行情,股友fPqSE7,06-05 14:42
1226,0,要涨停，我艹,那一年这一天2,06-05 13:51
1395,0,这股不错，形势向好，总龙头五洲交通尾四倍利润今日封,万人一心,06-05 13:38
1825,0,中国人寿原副总裁肖建友调任人保集团,财经评论,06-05 11:07
1273,0,可以买，28减仓,圣七堂,06-05 09:36
1031,0,我苦中国人寿久唉,方小升,06-05 09:27
2826,0,“小”保险公司3年借款20次，我们的保单会挂吗？,大猫财经,06-05 09:20
948,0,今日反弹拉升,方小升,06-05 09:09
1090,1,赶紧边控王冬瓜，还有其他几位高管，不要在出现第二个,小芳店小二,06-05 08:48
851,0,中国人寿召开“不忘初心、牢记使命”主题教育动员部署,方小升,06-05 08:41
2580,0,中介严打年 保险中介准入新规提高管理者准入门槛,财联社,06-05 08:32
806,0,中国人寿：融资净偿还1196.1万元，融资余额9.1亿元（0,财经评论,06-05 07:48
1924,0,中国人寿(601628)融资融券信息(06-04),中国人寿资讯,06-05 07:39
6543,7,国寿、人保再现高管“互动” 国寿副总转任人保集团副,中国人保资讯,06-05 00:27
1131,0,这么多人买拉不上来？,股友An7ocM,06-04 19:53
3727,1,保险中介行业规范文件拟下发，保险中介牌照阔别一年或,环球老虎财经,06-04 16:26
1281,0,中国人寿06月04日资金揭秘,资金解密,06-04 16:14
991,0,到底谁在卖？挣了吗？,明天要好好好,06-04 14:48
731,0,啥时候派息啊？,方小升,06-04 14:38
738,0,割掉,股市老水牛,06-04 14:31
922,1,短期内不看好，中期乐观，长期看好,MrWnn,06-04 11:33
1463,7,《如何让空仓资金获得比投货基高56%稳健收益》,股友nKeXGB,06-04 10:05
1226,0,中国人寿06月03日获沪股通减仓37.03万股,聚焦沪深港,06-04 08:02
1171,1,中国人寿：融资净买入153.37万元，融资余额9.22亿元（,财经评论,06-04 07:51
2282,0,中国人寿(601628)融资融券信息(06-03),中国人寿资讯,06-04 07:41
1331,0,中国人寿06月03日资金揭秘,资金解密,06-03 16:13
1459,2,澳新银行向苏黎世保险公司出售人寿保险业务,财经评论,06-03 15:05
1279,0,这股不错赚了大势向好。总龙头五洲交通四倍利润今天封,万人一心,06-03 14:16
1899,1,目标半年线开砸,n233613286884988,06-03 14:03
1028,0,华为迪拜签500字大单，华为概念000156,国强股应强,06-03 14:01
1077,0,华为迪拜签500字大单，华为概念,国强股应强,06-03 14:00
1314,1,看好的买入不涨，持续持有一卖就涨，,股友ZFgK8o,06-03 10:44
1066,0,中国人寿：融资净偿还437.24万元，融资余额9.21亿元（,财经评论,06-03 07:14
2093,0,人寿要赶上平安，就要每股注入2O元净资产，就是把整个,tomwu123,06-01 10:29
4044,1,中国人寿(601628)融资融券信息(05-31),中国人寿资讯,06-01 07:41
2125,1,新股这样扩容的话，市场静等压死骆驼的最后一根稻草。,凌飞投资,06-01 06:11
2185,1,中国人寿05月31日资金揭秘,资金解密,05-31 16:17
2461,3,27早上挂也没成交，解套这么难吗。,今年买明年收,05-31 15:17
1799,0,谁在卖？死了娘的 ,Zhengjun,05-31 14:17
2088,2,带头干掉平安,股友587OWo,05-31 10:58
1779,0,富时50今晚可能表演,还是买对了,05-31 10:28
2389,5,董事长半夜喊话立马就涨停板了  平安集团资金雄厚力挺,满仓洞洞幺,05-31 10:19
996,0,中国人寿：融资净买入762.03万元，融资余额9.25亿元（,财经评论,05-31 10:18
2147,2,6元以下均是进货的好价格！河钢股份价值6元～8元！此,吉尔祥他哥,05-31 10:08
1713,0,垃圾，减仓金立买人寿，悔,yun风吹,05-31 10:00
1873,1,不破26才怪,还是买对了,05-31 09:06
2049,1,中国人寿05月30日获沪股通加仓5.39万股,聚焦沪深港,05-31 08:04
5323,1,中国人寿(601628)融资融券信息(05-30),中国人寿资讯,05-31 07:42
6527,3,中国人寿(02628)将派发末期股息每股0.16元,中国人寿资讯,05-31 01:42
5492,0,中国人寿(02628.HK)提名詹忠担任公司副总裁,中国人寿资讯,05-31 01:39
4751,0,中国人寿提名詹忠和杨红担任公司副总裁,中国人寿资讯,05-30 23:49
3730,0,中国人寿：公司董事会通过了关于提名詹忠和杨红担任公,中国人寿资讯,05-30 22:19
3648,0,"钱也没了房没了! ""以房养老""为何骗局频出？",yuyuyuo,05-30 19:42
4585,1,601628:中国人寿2018年年度股东大会决议公告,中国人寿资讯,05-30 19:19
4386,0,601628:中国人寿第六届董事会第十四次会议决议公告,中国人寿资讯,05-30 19:19
3366,0,601628:中国人寿2018年年度股东大会的法律意见书,中国人寿资讯,05-30 19:18
1356,1,中国人寿05月30日资金揭秘,资金解密,05-30 16:17
1948,2,实在搞不懂，净利润增加45%的利好，昨天涨了四个点，,股友XwoSjh,05-30 15:47
989,0,又套[哭],草哭村花,05-30 14:41
1909,0,降税增利 中国人寿45% 中国平安11% 年底成就保险龙头,小鳄狼,05-30 14:18
1073,0,昨天诱多了，今天下午周四大跳水，快乐的观看!,小明同学9号,05-30 10:57
1077,0,昨天27以上追的哈哈,还是买对了,05-30 10:32
1649,0,md的忠实走狗——中国人寿！大家远离,tiger67999,05-30 10:19
35.2万,397,美国与墨西哥达成协议 加征关税计划被无限期暂停,财经评论,06-08 08:30
80.8万,300,大幅不及预期！美国5月非农就业人口仅增7.5万人 创三,财经评论,06-07 20:29
86.7万,202,易纲：货币政策在利率、存款准备金率上有充足的空间,财经评论,06-07 19:01
73.0万,266,离岸人民币兑美元一度跌破6.96关口,财经评论,06-07 16:02
111万,917,华为或于8月或9月推出新款操作系统,财经评论,06-07 16:23
2014万,223,炒股理财选东方财富证券！7×24小时股票快捷开户，把握,东方财富网,05-06 10:41
76528,152, 【¥888.00】学生忙高考，股民又该如何得“高分”,东方财富网,06-07 00:00
798,2,中国人寿三高管变动  “重振国寿”战略临考,中国人寿资讯,06-08 08:48
235,0,人保人寿合并真有可能！大家讨论下！,阳啊啊啊,06-08 12:54
192,0,银座股份社保16年控盘破净资6块，今股价4块要妖？,捂3年过百万,06-08 12:05
873,2,当今社会最傻的人群，是炒股票的败家子。,股友UVSd9r,06-07 13:36
998,0,中国人寿06月06日获沪股通加仓8.11万股,聚焦沪深港,06-07 08:03
809,0,中国人寿：融资净买入440.75万元，融资余额9.15亿元（,财经评论,06-07 07:48
1188,0,中国人寿(601628)融资融券信息(06-06),中国人寿资讯,06-07 07:43
1541,1,中国人寿财险福建分公司助力寿宁县茶农对抗低温灾害,中国人寿资讯,06-06 17:24
11058,13,从国外成熟寿险市场看我国寿险业发展,财经评论,06-06 14:26
1158,1,今天要不是因为你 大盘至少100点下去,股市老水牛,06-06 14:17
967,0,今天关注此股的不足500人，我的评论只被200个人看到阅,方小升,06-06 13:30
1038,0,这股只能机构玩，小㪚玩涨不动,方小升,06-06 10:57
1041,0,天时地利皆有，为何股价就是涨不起来了呢？,方小升,06-06 10:16
1470,0,出来的投资者看过来，OOO676智度股份。 A1，入选富时,发财立品积德行善,06-06 09:57
948,1,不倒翁是倒不了的。你在怎么卖我依然挺立在在那。咬定,方小升,06-06 09:42
1330,0,中国人寿：融资净买入51.53万元，融资余额9.11亿元（0,财经评论,06-06 07:48
1965,1,中国人寿(601628)融资融券信息(06-05),中国人寿资讯,06-06 07:40
12.6万,4,多方在增强，谨慎看多，但是黑周四能否再现也是注意的,资金为上趋势为主,06-05 20:28
1417,1,这股投资了期货，后市有行情,股友fPqSE7,06-05 14:42
1269,0,要涨停，我艹,那一年这一天2,06-05 13:51
1410,0,这股不错，形势向好，总龙头五洲交通尾四倍利润今日封,万人一心,06-05 13:38
1831,0,中国人寿原副总裁肖建友调任人保集团,财经评论,06-05 11:07
1280,0,可以买，28减仓,圣七堂,06-05 09:36
1031,0,我苦中国人寿久唉,方小升,06-05 09:27
2869,0,“小”保险公司3年借款20次，我们的保单会挂吗？,大猫财经,06-05 09:20
948,0,今日反弹拉升,方小升,06-05 09:09
1094,1,赶紧边控王冬瓜，还有其他几位高管，不要在出现第二个,小芳店小二,06-05 08:48
851,0,中国人寿召开“不忘初心、牢记使命”主题教育动员部署,方小升,06-05 08:41
2613,0,中介严打年 保险中介准入新规提高管理者准入门槛,财联社,06-05 08:32
813,0,中国人寿：融资净偿还1196.1万元，融资余额9.1亿元（0,财经评论,06-05 07:48
1966,0,中国人寿(601628)融资融券信息(06-04),中国人寿资讯,06-05 07:39
6577,7,国寿、人保再现高管“互动” 国寿副总转任人保集团副,中国人保资讯,06-05 00:27
1143,0,这么多人买拉不上来？,股友An7ocM,06-04 19:53
3767,1,保险中介行业规范文件拟下发，保险中介牌照阔别一年或,环球老虎财经,06-04 16:26
1290,0,中国人寿06月04日资金揭秘,资金解密,06-04 16:14
993,0,到底谁在卖？挣了吗？,明天要好好好,06-04 14:48
731,0,啥时候派息啊？,方小升,06-04 14:38
741,0,割掉,股市老水牛,06-04 14:31
926,1,短期内不看好，中期乐观，长期看好,MrWnn,06-04 11:33
1473,7,《如何让空仓资金获得比投货基高56%稳健收益》,股友nKeXGB,06-04 10:05
1234,0,中国人寿06月03日获沪股通减仓37.03万股,聚焦沪深港,06-04 08:02
1177,1,中国人寿：融资净买入153.37万元，融资余额9.22亿元（,财经评论,06-04 07:51
2287,0,中国人寿(601628)融资融券信息(06-03),中国人寿资讯,06-04 07:41
1342,0,中国人寿06月03日资金揭秘,资金解密,06-03 16:13
1470,2,澳新银行向苏黎世保险公司出售人寿保险业务,财经评论,06-03 15:05
1290,0,这股不错赚了大势向好。总龙头五洲交通四倍利润今天封,万人一心,06-03 14:16
1921,1,目标半年线开砸,n233613286884988,06-03 14:03
1032,0,华为迪拜签500字大单，华为概念000156,国强股应强,06-03 14:01
1081,0,华为迪拜签500字大单，华为概念,国强股应强,06-03 14:00
1316,1,看好的买入不涨，持续持有一卖就涨，,股友ZFgK8o,06-03 10:44
1073,0,中国人寿：融资净偿还437.24万元，融资余额9.21亿元（,财经评论,06-03 07:14
2097,0,人寿要赶上平安，就要每股注入2O元净资产，就是把整个,tomwu123,06-01 10:29
4050,1,中国人寿(601628)融资融券信息(05-31),中国人寿资讯,06-01 07:41
2129,1,新股这样扩容的话，市场静等压死骆驼的最后一根稻草。,凌飞投资,06-01 06:11
2193,1,中国人寿05月31日资金揭秘,资金解密,05-31 16:17
2463,3,27早上挂也没成交，解套这么难吗。,今年买明年收,05-31 15:17
1803,0,谁在卖？死了娘的 ,Zhengjun,05-31 14:17
2092,2,带头干掉平安,股友587OWo,05-31 10:58
1783,0,富时50今晚可能表演,还是买对了,05-31 10:28
2391,5,董事长半夜喊话立马就涨停板了  平安集团资金雄厚力挺,满仓洞洞幺,05-31 10:19
1003,0,中国人寿：融资净买入762.03万元，融资余额9.25亿元（,财经评论,05-31 10:18
2156,2,6元以下均是进货的好价格！河钢股份价值6元～8元！此,吉尔祥他哥,05-31 10:08
1715,0,垃圾，减仓金立买人寿，悔,yun风吹,05-31 10:00
1875,1,不破26才怪,还是买对了,05-31 09:06
2058,1,中国人寿05月30日获沪股通加仓5.39万股,聚焦沪深港,05-31 08:04
5333,1,中国人寿(601628)融资融券信息(05-30),中国人寿资讯,05-31 07:42
6529,3,中国人寿(02628)将派发末期股息每股0.16元,中国人寿资讯,05-31 01:42
5496,0,中国人寿(02628.HK)提名詹忠担任公司副总裁,中国人寿资讯,05-31 01:39
4756,0,中国人寿提名詹忠和杨红担任公司副总裁,中国人寿资讯,05-30 23:49
3730,0,中国人寿：公司董事会通过了关于提名詹忠和杨红担任公,中国人寿资讯,05-30 22:19
3684,0,"钱也没了房没了! ""以房养老""为何骗局频出？",yuyuyuo,05-30 19:42
4620,1,601628:中国人寿2018年年度股东大会决议公告,中国人寿资讯,05-30 19:19
4420,0,601628:中国人寿第六届董事会第十四次会议决议公告,中国人寿资讯,05-30 19:19
3394,0,601628:中国人寿2018年年度股东大会的法律意见书,中国人寿资讯,05-30 19:18
1363,1,中国人寿05月30日资金揭秘,资金解密,05-30 16:17
1950,2,实在搞不懂，净利润增加45%的利好，昨天涨了四个点，,股友XwoSjh,05-30 15:47
993,0,又套[哭],草哭村花,05-30 14:41
1914,0,降税增利 中国人寿45% 中国平安11% 年底成就保险龙头,小鳄狼,05-30 14:18
1075,0,昨天诱多了，今天下午周四大跳水，快乐的观看!,小明同学9号,05-30 10:57
1082,0,昨天27以上追的哈哈,还是买对了,05-30 10:32
30.1万,140,易纲罕见表态！汇率红线、贸易谈判、央行干预、积极财,财经评论,06-08 07:41
42.9万,401,美国与墨西哥达成协议 加征关税计划被无限期暂停,财经评论,06-08 08:30
75258,21,习近平出席第二十三届圣彼得堡国际经济论坛全会并致辞,财经评论,06-08 05:49
12.8万,67,国家医保局：城乡居民医保个人(家庭)账户取消不会降低,财经评论,06-08 10:03
2017万,223,炒股理财选东方财富证券！7×24小时股票快捷开户，把握,东方财富网,05-06 10:41
76528,152, 【¥888.00】学生忙高考，股民又该如何得“高分”,东方财富网,06-07 00:00
887,2,中国人寿三高管变动  “重振国寿”战略临考,中国人寿资讯,06-08 08:48
299,0,人保人寿合并真有可能！大家讨论下！,阳啊啊啊,06-08 12:54
239,0,银座股份社保16年控盘破净资6块，今股价4块要妖？,捂3年过百万,06-08 12:05
901,2,当今社会最傻的人群，是炒股票的败家子。,股友UVSd9r,06-07 13:36
1027,0,中国人寿06月06日获沪股通加仓8.11万股,聚焦沪深港,06-07 08:03
826,0,中国人寿：融资净买入440.75万元，融资余额9.15亿元（,财经评论,06-07 07:48
1240,0,中国人寿(601628)融资融券信息(06-06),中国人寿资讯,06-07 07:43
1568,1,中国人寿财险福建分公司助力寿宁县茶农对抗低温灾害,中国人寿资讯,06-06 17:24
11096,13,从国外成熟寿险市场看我国寿险业发展,财经评论,06-06 14:26
1183,1,今天要不是因为你 大盘至少100点下去,股市老水牛,06-06 14:17
986,0,今天关注此股的不足500人，我的评论只被200个人看到阅,方小升,06-06 13:30
1056,0,这股只能机构玩，小㪚玩涨不动,方小升,06-06 10:57
1067,0,天时地利皆有，为何股价就是涨不起来了呢？,方小升,06-06 10:16
1494,0,出来的投资者看过来，OOO676智度股份。 A1，入选富时,发财立品积德行善,06-06 09:57
976,1,不倒翁是倒不了的。你在怎么卖我依然挺立在在那。咬定,方小升,06-06 09:42
1330,0,中国人寿：融资净买入51.53万元，融资余额9.11亿元（0,财经评论,06-06 07:48
1993,1,中国人寿(601628)融资融券信息(06-05),中国人寿资讯,06-06 07:40
12.9万,4,多方在增强，谨慎看多，但是黑周四能否再现也是注意的,资金为上趋势为主,06-05 20:28
1437,1,这股投资了期货，后市有行情,股友fPqSE7,06-05 14:42
1290,0,要涨停，我艹,那一年这一天2,06-05 13:51
1412,0,这股不错，形势向好，总龙头五洲交通尾四倍利润今日封,万人一心,06-05 13:38
1833,0,中国人寿原副总裁肖建友调任人保集团,财经评论,06-05 11:07
1282,0,可以买，28减仓,圣七堂,06-05 09:36
1031,0,我苦中国人寿久唉,方小升,06-05 09:27
2883,0,“小”保险公司3年借款20次，我们的保单会挂吗？,大猫财经,06-05 09:20
948,0,今日反弹拉升,方小升,06-05 09:09
1094,1,赶紧边控王冬瓜，还有其他几位高管，不要在出现第二个,小芳店小二,06-05 08:48
851,0,中国人寿召开“不忘初心、牢记使命”主题教育动员部署,方小升,06-05 08:41
2628,0,中介严打年 保险中介准入新规提高管理者准入门槛,财联社,06-05 08:32
813,0,中国人寿：融资净偿还1196.1万元，融资余额9.1亿元（0,财经评论,06-05 07:48
1989,0,中国人寿(601628)融资融券信息(06-04),中国人寿资讯,06-05 07:39
6585,7,国寿、人保再现高管“互动” 国寿副总转任人保集团副,中国人保资讯,06-05 00:27
1146,0,这么多人买拉不上来？,股友An7ocM,06-04 19:53
3780,1,保险中介行业规范文件拟下发，保险中介牌照阔别一年或,环球老虎财经,06-04 16:26
1292,0,中国人寿06月04日资金揭秘,资金解密,06-04 16:14
996,0,到底谁在卖？挣了吗？,明天要好好好,06-04 14:48
731,0,啥时候派息啊？,方小升,06-04 14:38
745,0,割掉,股市老水牛,06-04 14:31
928,1,短期内不看好，中期乐观，长期看好,MrWnn,06-04 11:33
1475,7,《如何让空仓资金获得比投货基高56%稳健收益》,股友nKeXGB,06-04 10:05
1234,0,中国人寿06月03日获沪股通减仓37.03万股,聚焦沪深港,06-04 08:02
1177,1,中国人寿：融资净买入153.37万元，融资余额9.22亿元（,财经评论,06-04 07:51
2287,0,中国人寿(601628)融资融券信息(06-03),中国人寿资讯,06-04 07:41
1344,0,中国人寿06月03日资金揭秘,资金解密,06-03 16:13
1470,2,澳新银行向苏黎世保险公司出售人寿保险业务,财经评论,06-03 15:05
1294,0,这股不错赚了大势向好。总龙头五洲交通四倍利润今天封,万人一心,06-03 14:16
1929,1,目标半年线开砸,n233613286884988,06-03 14:03
1036,0,华为迪拜签500字大单，华为概念000156,国强股应强,06-03 14:01
1084,0,华为迪拜签500字大单，华为概念,国强股应强,06-03 14:00
1320,1,看好的买入不涨，持续持有一卖就涨，,股友ZFgK8o,06-03 10:44
1073,0,中国人寿：融资净偿还437.24万元，融资余额9.21亿元（,财经评论,06-03 07:14
2101,0,人寿要赶上平安，就要每股注入2O元净资产，就是把整个,tomwu123,06-01 10:29
4050,1,中国人寿(601628)融资融券信息(05-31),中国人寿资讯,06-01 07:41
2132,1,新股这样扩容的话，市场静等压死骆驼的最后一根稻草。,凌飞投资,06-01 06:11
2195,1,中国人寿05月31日资金揭秘,资金解密,05-31 16:17
2466,3,27早上挂也没成交，解套这么难吗。,今年买明年收,05-31 15:17
1806,0,谁在卖？死了娘的 ,Zhengjun,05-31 14:17
2095,2,带头干掉平安,股友587OWo,05-31 10:58
1787,0,富时50今晚可能表演,还是买对了,05-31 10:28
2391,5,董事长半夜喊话立马就涨停板了  平安集团资金雄厚力挺,满仓洞洞幺,05-31 10:19
1003,0,中国人寿：融资净买入762.03万元，融资余额9.25亿元（,财经评论,05-31 10:18
2156,2,6元以下均是进货的好价格！河钢股份价值6元～8元！此,吉尔祥他哥,05-31 10:08
1718,0,垃圾，减仓金立买人寿，悔,yun风吹,05-31 10:00
1877,1,不破26才怪,还是买对了,05-31 09:06
2058,1,中国人寿05月30日获沪股通加仓5.39万股,聚焦沪深港,05-31 08:04
5333,1,中国人寿(601628)融资融券信息(05-30),中国人寿资讯,05-31 07:42
6533,3,中国人寿(02628)将派发末期股息每股0.16元,中国人寿资讯,05-31 01:42
5496,0,中国人寿(02628.HK)提名詹忠担任公司副总裁,中国人寿资讯,05-31 01:39
4756,0,中国人寿提名詹忠和杨红担任公司副总裁,中国人寿资讯,05-30 23:49
3730,0,中国人寿：公司董事会通过了关于提名詹忠和杨红担任公,中国人寿资讯,05-30 22:19
3696,0,"钱也没了房没了! ""以房养老""为何骗局频出？",yuyuyuo,05-30 19:42
4629,1,601628:中国人寿2018年年度股东大会决议公告,中国人寿资讯,05-30 19:19
4431,0,601628:中国人寿第六届董事会第十四次会议决议公告,中国人寿资讯,05-30 19:19
3409,0,601628:中国人寿2018年年度股东大会的法律意见书,中国人寿资讯,05-30 19:18
1363,1,中国人寿05月30日资金揭秘,资金解密,05-30 16:17
1954,2,实在搞不懂，净利润增加45%的利好，昨天涨了四个点，,股友XwoSjh,05-30 15:47
995,0,又套[哭],草哭村花,05-30 14:41
1924,0,降税增利 中国人寿45% 中国平安11% 年底成就保险龙头,小鳄狼,05-30 14:18
1080,0,昨天诱多了，今天下午周四大跳水，快乐的观看!,小明同学9号,05-30 10:57
1093,0,昨天27以上追的哈哈,还是买对了,05-30 10:32
